Wall time,Step,Value
1731940587.0526156,12288,0.8333333134651184
1731940595.2272537,24576,3.0
1731940603.3448038,36864,2.2916667461395264
1731940611.435801,49152,2.8333332538604736
1731940619.4675567,61440,2.9487178325653076
1731940627.5316274,73728,3.4375
1731940635.6601622,86016,4.199999809265137
1731940643.692653,98304,4.800000190734863
1731940651.7061691,110592,7.400000095367432
1731940659.7274013,122880,8.199999809265137
1731940667.7809162,135168,10.699999809265137
1731940675.8604405,147456,10.800000190734863
1731940683.7782686,159744,12.300000190734863
1731940691.8713894,172032,13.199999809265137
1731940699.8350823,184320,13.199999809265137
1731940708.0174031,196608,14.800000190734863
1731940716.0150611,208896,16.100000381469727
1731940724.0631638,221184,17.700000762939453
1731940732.1387165,233472,18.200000762939453
1731940740.1813126,245760,18.200000762939453
1731940748.1444857,258048,16.5
1731940756.1273866,270336,17.5
1731940764.118646,282624,15.300000190734863
1731940772.1835566,294912,15.699999809265137
1731940780.157206,307200,14.699999809265137
1731940788.1912777,319488,16.700000762939453
1731940796.1489832,331776,18.799999237060547
1731940804.2126985,344064,19.200000762939453
1731940812.219297,356352,20.200000762939453
1731940820.2233317,368640,19.200000762939453
1731940828.2189388,380928,19.299999237060547
1731940836.1808488,393216,16.899999618530273
1731940844.1264124,405504,16.899999618530273
1731940852.0482783,417792,15.600000381469727
1731940859.9883878,430080,13.800000190734863
1731940867.964655,442368,15.100000381469727
1731940875.9746063,454656,19.600000381469727
1731940883.914396,466944,20.799999237060547
1731940891.8763227,479232,21.100000381469727
1731940899.8729405,491520,22.299999237060547
1731940907.8488274,503808,24.399999618530273
1731940915.8444724,516096,27.399999618530273
1731940923.806948,528384,26.799999237060547
1731940931.812673,540672,25.399999618530273
1731940939.6850393,552960,24.899999618530273
1731940947.6664562,565248,25.299999237060547
1731940955.5611353,577536,25.399999618530273
1731940963.5561779,589824,22.5
1731940971.514032,602112,22.0
1731940979.4660103,614400,22.100000381469727
1731940987.5020263,626688,22.600000381469727
1731940995.4577653,638976,22.0
1731941003.4630322,651264,20.200000762939453
1731941011.4387438,663552,20.5
1731941019.365442,675840,20.799999237060547
1731941027.288759,688128,19.299999237060547
1731941035.2815921,700416,18.700000762939453
1731941043.2465968,712704,17.700000762939453
1731941051.242129,724992,18.299999237060547
1731941059.2429998,737280,18.200000762939453
1731941067.1816747,749568,18.5
1731941075.1267426,761856,19.600000381469727
1731941083.0687835,774144,21.399999618530273
1731941091.0274968,786432,21.0
1731941098.9766495,798720,21.100000381469727
1731941106.9382231,811008,22.0
1731941115.4157927,823296,23.700000762939453
1731941123.7237482,835584,22.0
1731941132.2573445,847872,22.899999618530273
1731941140.715408,860160,23.399999618530273
