Wall time,Step,Value
1731518537.9346697,12288,2.6666667461395264
1731518543.6320076,24576,2.8333332538604736
1731518549.2020938,36864,3.2291667461395264
1731518554.7702186,49152,3.5
1731518560.3538907,61440,4.199999809265137
1731518565.9202125,73728,5.099999904632568
1731518571.4793932,86016,6.599999904632568
1731518577.0907252,98304,8.399999618530273
1731518582.6731539,110592,10.100000381469727
1731518588.266812,122880,11.699999809265137
1731518593.8261943,135168,12.600000381469727
1731518599.3769817,147456,14.199999809265137
1731518604.9155824,159744,15.5
1731518610.4806266,172032,13.699999809265137
1731518616.0578563,184320,13.699999809265137
1731518621.5983534,196608,12.100000381469727
1731518627.1809518,208896,14.199999809265137
1731518632.7475488,221184,13.699999809265137
1731518638.3150866,233472,12.600000381469727
1731518643.8569832,245760,11.399999618530273
1731518649.409306,258048,12.300000190734863
1731518654.9295695,270336,11.399999618530273
1731518660.4464557,282624,11.399999618530273
1731518666.009786,294912,10.5
1731518671.5323987,307200,10.300000190734863
1731518677.0562422,319488,9.300000190734863
1731518682.591292,331776,8.899999618530273
1731518688.147206,344064,11.800000190734863
1731518693.7186992,356352,13.699999809265137
1731518699.2757025,368640,14.300000190734863
1731518704.8094065,380928,12.800000190734863
1731518710.3465352,393216,12.0
1731518715.833942,405504,12.100000381469727
1731518721.372315,417792,10.5
1731518726.979662,430080,13.199999809265137
1731518732.554241,442368,13.399999618530273
1731518738.141765,454656,13.0
1731518743.675812,466944,12.0
1731518749.2245934,479232,10.100000381469727
1731518754.7459338,491520,9.899999618530273
1731518760.294696,503808,8.600000381469727
1731518765.8012254,516096,7.300000190734863
1731518771.332114,528384,7.599999904632568
1731518776.8638027,540672,7.400000095367432
1731518782.3623774,552960,7.599999904632568
1731518787.9850616,565248,9.399999618530273
1731518793.5170097,577536,10.399999618530273
1731518799.0813468,589824,11.699999809265137
1731518804.6113052,602112,12.600000381469727
1731518810.1281683,614400,12.399999618530273
1731518815.66938,626688,13.699999809265137
1731518821.2109604,638976,17.600000381469727
1731518826.745312,651264,17.700000762939453
1731518832.2918096,663552,17.100000381469727
1731518837.8682353,675840,12.100000381469727
1731518843.3594873,688128,11.300000190734863
1731518848.880277,700416,10.699999809265137
1731518854.3880055,712704,9.0
1731518859.936122,724992,11.0
1731518865.450047,737280,11.199999809265137
1731518870.9642887,749568,11.899999618530273
1731518876.496762,761856,12.699999809265137
1731518882.0228975,774144,16.299999237060547
1731518887.541393,786432,18.0
1731518893.0676618,798720,17.600000381469727
1731518898.5624168,811008,13.699999809265137
1731518904.0731905,823296,13.699999809265137
1731518909.6010838,835584,15.100000381469727
1731518915.1166067,847872,16.600000381469727
1731518920.6651838,860160,19.0
1731518926.2944357,872448,18.700000762939453
1731518931.8490207,884736,19.100000381469727
1731518937.4279463,897024,19.700000762939453
1731518942.9937723,909312,18.700000762939453
1731518948.5052469,921600,18.899999618530273
1731518954.0371451,933888,18.299999237060547
1731518959.530747,946176,19.799999237060547
1731518965.0446475,958464,20.100000381469727
1731518970.541453,970752,25.899999618530273
1731518976.0584815,983040,26.600000381469727
1731518981.5624266,995328,27.899999618530273
1731518987.055922,1007616,26.399999618530273
1731518992.7017455,1019904,23.600000381469727
1731518998.3295672,1032192,24.0
1731519003.8576503,1044480,24.200000762939453
1731519009.4026124,1056768,26.100000381469727
1731519014.942514,1069056,31.899999618530273
1731519020.7688334,1081344,38.5
1731519026.3947053,1093632,44.900001525878906
1731519032.0547152,1105920,46.79999923706055
1731519037.5891113,1118208,45.20000076293945
1731519043.1418853,1130496,47.599998474121094
1731519048.7492867,1142784,47.0
1731519054.8781695,1155072,42.70000076293945
1731519060.7368639,1167360,41.29999923706055
1731519066.7453632,1179648,40.599998474121094
1731519072.6629422,1191936,44.20000076293945
1731519078.22105,1204224,49.70000076293945
1731519083.711001,1216512,50.099998474121094
1731519089.2085493,1228800,52.0
1731519094.7258985,1241088,49.599998474121094
1731519100.2468343,1253376,48.70000076293945
1731519105.7477856,1265664,49.099998474121094
1731519111.2354114,1277952,48.5
1731519116.7390637,1290240,51.599998474121094
1731519122.2303348,1302528,51.099998474121094
1731519127.736971,1314816,46.599998474121094
1731519133.2507923,1327104,42.099998474121094
1731519138.7686365,1339392,44.20000076293945
1731519144.2720017,1351680,50.099998474121094
1731519149.728462,1363968,62.0
1731519155.2239184,1376256,62.599998474121094
1731519160.714379,1388544,57.20000076293945
1731519166.2182913,1400832,48.29999923706055
1731519171.718054,1413120,43.400001525878906
1731519177.2084584,1425408,46.20000076293945
1731519182.6716232,1437696,44.70000076293945
1731519188.1542075,1449984,52.900001525878906
1731519193.6319098,1462272,53.0
1731519199.1379337,1474560,54.099998474121094
1731519204.6427135,1486848,52.79999923706055
1731519210.1622896,1499136,49.400001525878906
1731519215.6624708,1511424,54.099998474121094
1731519221.135377,1523712,51.20000076293945
1731519226.6199892,1536000,51.400001525878906
1731519232.1000912,1548288,52.70000076293945
1731519237.5884426,1560576,50.099998474121094
1731519243.091028,1572864,52.0
1731519248.59024,1585152,53.099998474121094
1731519254.0879776,1597440,56.5
