Wall time,Step,Value
1731869250.924723,12288,3.6666667461395264
1731869260.1784387,24576,4.833333492279053
1731869269.2982998,36864,5.625
1731869278.412458,49152,8.300000190734863
1731869287.5454185,61440,10.300000190734863
1731869296.6460876,73728,13.699999809265137
1731869305.7056026,86016,14.600000381469727
1731869314.821238,98304,15.199999809265137
1731869323.8919985,110592,15.199999809265137
1731869333.0521991,122880,17.899999618530273
1731869342.1225736,135168,19.899999618530273
1731869351.2293131,147456,21.600000381469727
1731869360.3463564,159744,24.100000381469727
1731869369.4630873,172032,27.399999618530273
1731869378.4917746,184320,27.799999237060547
1731869387.5185142,196608,28.5
1731869396.6168845,208896,26.799999237060547
1731869405.6896162,221184,28.5
1731869414.6892738,233472,31.299999237060547
1731869423.7653701,245760,34.0
1731869432.7996976,258048,38.0
1731869441.822735,270336,36.70000076293945
1731869450.8910062,282624,39.099998474121094
1731869459.938464,294912,38.20000076293945
1731869468.995613,307200,37.5
1731869477.9068203,319488,37.20000076293945
1731869486.8700519,331776,31.200000762939453
1731869495.8850112,344064,34.400001525878906
1731869504.945726,356352,32.0
1731869513.9744134,368640,33.29999923706055
1731869522.97209,380928,31.299999237060547
1731869531.9542022,393216,30.600000381469727
1731869540.8897357,405504,29.5
1731869549.8603017,417792,30.299999237060547
1731869558.8236074,430080,31.600000381469727
1731869567.7659538,442368,30.600000381469727
1731869576.7045176,454656,33.400001525878906
1731869585.6859965,466944,35.29999923706055
1731869594.614375,479232,35.79999923706055
1731869603.5515459,491520,37.099998474121094
1731869612.555753,503808,36.20000076293945
1731869621.502675,516096,40.20000076293945
1731869630.3005433,528384,43.79999923706055
1731869639.3089147,540672,45.599998474121094
1731869648.2829673,552960,42.099998474121094
1731869657.1724114,565248,41.099998474121094
1731869666.12295,577536,42.5
1731869675.094308,589824,42.599998474121094
1731869684.0362706,602112,43.0
1731869693.0158255,614400,39.5
1731869701.9807847,626688,43.400001525878906
1731869710.9429755,638976,47.5
1731869719.9242651,651264,47.900001525878906
1731869728.8941343,663552,45.70000076293945
1731869737.8622594,675840,44.599998474121094
1731869746.8150861,688128,42.70000076293945
1731869755.62001,700416,45.599998474121094
1731869764.5813072,712704,43.79999923706055
1731869773.543729,724992,46.400001525878906
1731869782.4853916,737280,43.0
1731869791.4563215,749568,47.29999923706055
1731869800.3144166,761856,45.599998474121094
1731869809.1802454,774144,47.900001525878906
1731869818.103275,786432,47.099998474121094
1731869827.026755,798720,49.900001525878906
1731869835.9625673,811008,49.20000076293945
1731869844.8783495,823296,49.599998474121094
1731869853.8507378,835584,53.099998474121094
1731869862.7941265,847872,55.70000076293945
1731869871.722897,860160,56.0
1731869880.5980206,872448,51.099998474121094
1731869889.5006413,884736,51.29999923706055
1731869898.3948045,897024,52.599998474121094
1731869907.3463554,909312,53.0
1731869916.203919,921600,53.400001525878906
1731869925.1400325,933888,55.599998474121094
1731869934.070176,946176,51.599998474121094
1731869943.0251818,958464,49.099998474121094
1731869951.9886396,970752,47.599998474121094
1731869960.9471858,983040,48.0
1731869969.9140007,995328,47.0
1731869978.8497267,1007616,43.900001525878906
1731869987.7417712,1019904,46.79999923706055
1731869996.6747463,1032192,51.5
1731870005.606147,1044480,57.400001525878906
1731870014.4385839,1056768,56.099998474121094
1731870023.2682693,1069056,51.70000076293945
1731870032.1808019,1081344,49.400001525878906
1731870041.0355077,1093632,51.70000076293945
1731870050.0010595,1105920,50.900001525878906
1731870058.9182334,1118208,51.599998474121094
1731870067.8749092,1130496,50.400001525878906
1731870076.7790217,1142784,55.20000076293945
1731870085.7162585,1155072,54.70000076293945
1731870094.564935,1167360,56.5
