Wall time,Step,Value
1732039152.6477911,24576,1.3600000143051147
1732039185.312772,49152,1.8799999952316284
1732039218.0742507,73728,2.5899999141693115
1732039251.1220708,98304,4.010000228881836
1732039283.6513073,122880,4.630000114440918
1732039316.3487206,147456,5.900000095367432
1732039348.6247933,172032,6.769999980926514
1732039381.8044152,196608,7.579999923706055
1732039414.7215426,221184,8.40999984741211
1732039446.6535404,245760,10.180000305175781
1732039478.992685,270336,10.039999961853027
1732039511.6855717,294912,10.9399995803833
1732039544.6425242,319488,12.100000381469727
1732039576.4177756,344064,11.40999984741211
1732039609.772448,368640,11.800000190734863
1732039642.7695427,393216,12.520000457763672
1732039671.940668,417792,12.300000190734863
1732039693.1618814,442368,12.34000015258789
1732039726.1240644,466944,11.880000114440918
1732039758.2847981,491520,12.289999961853027
1732039791.200727,516096,12.25
1732039823.87848,540672,12.390000343322754
1732039856.562286,565248,11.699999809265137
1732039888.8402143,589824,11.029999732971191
1732039921.6075647,614400,11.619999885559082
1732039949.1114256,638976,11.720000267028809
1732039981.523712,663552,11.470000267028809
1732040014.1124134,688128,11.729999542236328
1732040046.6527824,712704,11.210000038146973
