Wall time,Step,Value
1732344252.2744281,12288,431.3043518066406
1732344265.1359549,24576,454.3061218261719
1732344278.2331944,36864,461.2337646484375
1732344290.6395202,49152,454.8699951171875
1732344303.5100205,61440,435.4800109863281
1732344317.1485198,73728,434.1499938964844
1732344329.9579399,86016,426.8599853515625
1732344342.7284606,98304,420.4599914550781
1732344356.0253925,110592,426.0199890136719
1732344369.042706,122880,412.7099914550781
1732344382.1170495,135168,409.2300109863281
1732344394.9886506,147456,399.94000244140625
1732344407.8254359,159744,356.739990234375
1732344420.607044,172032,365.9100036621094
1732344433.5470731,184320,368.4599914550781
1732344446.3313923,196608,377.6700134277344
1732344459.0471642,208896,377.6400146484375
1732344471.8024337,221184,311.9599914550781
1732344484.5674312,233472,283.69000244140625
1732344497.8705227,245760,299.9599914550781
1732344511.1120121,258048,312.1400146484375
1732344523.9495673,270336,276.0899963378906
1732344537.335187,282624,242.10000610351562
1732344550.3512905,294912,208.5500030517578
1732344563.3903296,307200,223.92999267578125
1732344576.0413048,319488,228.6999969482422
1732344589.1772099,331776,203.52999877929688
1732344602.371758,344064,185.13999938964844
1732344615.2653124,356352,196.07000732421875
1732344628.3505163,368640,219.32000732421875
1732344641.478789,380928,203.7100067138672
1732344654.375502,393216,154.7899932861328
1732344666.9360986,405504,142.52999877929688
1732344680.1975293,417792,135.7100067138672
1732344693.1295388,430080,158.8800048828125
1732344705.8290253,442368,149.27000427246094
1732344718.8758857,454656,128.3800048828125
1732344731.6896243,466944,122.73999786376953
1732344744.6644907,479232,105.83999633789062
1732344757.7059941,491520,105.16999816894531
1732344770.9593363,503808,76.2300033569336
1732344784.089649,516096,87.3499984741211
1732344796.880343,528384,94.33000183105469
1732344809.753201,540672,87.7300033569336
1732344822.5408757,552960,76.1500015258789
1732344835.597491,565248,74.83999633789062
1732344848.5751565,577536,74.5
1732344861.7431831,589824,64.70999908447266
1732344874.7718716,602112,62.310001373291016
1732344888.1201856,614400,63.06999969482422
1732344901.0817645,626688,70.29000091552734
1732344914.1787865,638976,63.06999969482422
1732344927.435691,651264,58.7400016784668
1732344940.56355,663552,55.97999954223633
1732344953.3173127,675840,67.70999908447266
1732344966.2246702,688128,52.72999954223633
1732344979.1323695,700416,51.779998779296875
1732344992.1515167,712704,52.25
1732345004.914805,724992,64.30000305175781
1732345017.7179039,737280,55.150001525878906
1732345030.9320798,749568,56.720001220703125
1732345043.9100375,761856,60.95000076293945
1732345056.9962103,774144,47.58000183105469
1732345070.1958318,786432,54.560001373291016
1732345083.4898498,798720,51.630001068115234
1732345096.5894523,811008,55.41999816894531
